,Unnamed: 0,artist,album,track_name,track_id,danceability,energy,key,loudness,mode,speechiness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,cluster
149,149,Gryffin,Hold You Tonight (with Chris Lane),Hold You Tonight (with Chris Lane),58jecLK0epwMLr9cy5vFUy,0.467,0.795,11,-3.6,1,0.0687,0.0,0.264,0.472,163.83700000000005,219354,4,3
153,153,Andy Grammer,Best Of You (feat. Elle King),Best Of You (feat. Elle King),4bsqIuMHtvLCzpYAyV3044,0.653,0.623,9,-5.989,1,0.0938,0.0,0.0869,0.48,175.884,185393,4,3
155,155,Smith & Thell,Goliath,Goliath,0z4kyKuFGmUV7WQ7gB1sAp,0.528,0.833,9,-6.19,1,0.0514,1.23e-06,0.068,0.46,127.998,204759,4,3
167,167,Galantis,Church,Never Felt A Love Like This (with Hook N Sling) [feat. Dotan],1mMvahhW2Oz9waG8UTQnI4,0.58,0.804,9,-4.618,1,0.0279,0.00359,0.105,0.13699999999999998,126.005,215388,4,3
180,180,MisterWives,SUPERBLOOM,SUPERBLOOM,25ran9X0iBOYnxFdP6c28n,0.5579999999999999,0.889,8,-3.945,1,0.102,0.000387,0.328,0.716,170.102,213547,4,3
202,202,Joji,Daylight,Daylight,6Ed1q0X8oSKSm4IIhiQbYg,0.528,0.7490000000000001,7,-7.5710000000000015,1,0.0479,9.6e-05,0.0949,0.7290000000000001,163.94400000000005,163906,4,3
235,235,Landon Conrath,Acetone,Acetone,4qeidmYMAh6ZC7plRhMSiy,0.61,0.7140000000000001,3,-8.517999999999999,1,0.0475,0.00128,0.126,0.454,157.964,202040,4,3
236,236,Japanese Wallpaper,Imaginary Friends (St. Lucia Remix),Imaginary Friends - St. Lucia Remix,0q4DKLmKq242eGXUIbmKuP,0.5870000000000001,0.7,6,-6.893,0,0.219,1.4300000000000004e-05,0.0625,0.451,186.029,266856,4,3
239,239,SADBOii,Nothing,Nothing,1FuQy32K6DPowR1cBhVbS7,0.51,0.6659999999999999,7,-7.007999999999999,1,0.0861,0.0,0.0775,0.213,179.96,208500,4,3
240,240,Joji,Sanctuary,Sanctuary,3xaugmCyXrVkrDTXbFkMW3,0.552,0.65,1,-7.199,1,0.128,0.000275,0.3720000000000001,0.316,167.78799999999995,180019,4,3
244,244,Moby Rich,Loser,Loser,0HIQTdxeEgAim6XGO31tGl,0.547,0.6759999999999999,1,-5.169,1,0.15,0.0117,0.0662,0.7290000000000001,173.965,145147,4,3
279,279,Zedd,Clarity,Clarity,60wwxj6Dd9NJlirf84wr2c,0.509,0.7809999999999999,8,-3.48,1,0.07200000000000001,0.0,0.0749,0.17600000000000002,128.0,271427,4,3
301,301,Why Don't We,Trust Fund Baby,Trust Fund Baby,54j7EaJPDmSZYcNYvLSJ78,0.624,0.785,8,-3.337,1,0.0498,0.0,0.135,0.593,163.929,184460,4,3
304,304,The Vamps,Night & Day (Night Edition),All Night,0dXNQ8dckG4eYfEtq9zcva,0.5379999999999999,0.804,8,-5.194,1,0.0358,0.0,0.33,0.507,144.99200000000005,197640,4,3
308,308,Selena Gomez & The Scene,When The Sun Goes Down,Hit The Lights,6ciLLh4TkPYDUfNxn2Z0KO,0.56,0.88,7,-3.953,1,0.0567,0.0,0.299,0.573,129.97,194427,4,3
339,339,U2,The Best Of 1990-2000,Beautiful Day,5t514bZ4eZPtKJbKfuZJCA,0.54,0.913,2,-6.8870000000000005,1,0.0483,0.00157,0.344,0.452,136.265,244867,4,3
340,340,Amistat,Brave,Brave,4zRUuMwPXLABCuYKdYZwe9,0.57,0.172,4,-15.173,1,0.159,0.0,0.112,0.391,201.803,192742,4,3
348,348,Lucian,pink and blue,wendy,1WiNzg0K7GFpG7wCZOaOzj,0.585,0.423,9,-9.17,0,0.0487,0.000618,0.1,0.556,203.892,217121,4,3
353,353,Supergrass,I Should Coco,Alright,5xC8uOesnn0udeXAYlAnoY,0.467,0.958,4,-4.808,0,0.0775,0.199,0.299,0.701,145.92,180880,4,3
415,415,The Vamps,Night & Day (Night Edition),All Night,0dXNQ8dckG4eYfEtq9zcva,0.5379999999999999,0.804,8,-5.194,1,0.0358,0.0,0.33,0.507,144.99200000000005,197640,4,3
433,433,Big Sean,Detroit 2,Wolves (feat. Post Malone),33gwZOGJWEZ7dRWPqPxBEZ,0.7240000000000001,0.675,2,-5.267,1,0.0867,9.41e-06,0.35100000000000003,0.325,160.048,199758,4,3
464,464,NLE Choppa,Narrow Road (feat. Lil Baby),Narrow Road (feat. Lil Baby),3GZd1aDsgKL71Kt3VIp0hc,0.614,0.5529999999999999,7,-8.225,1,0.16899999999999998,0.0,0.203,0.161,159.999,240297,4,3
469,469,Juice WRLD,Legends Never Die,Righteous,5dOxHHMOFAbG3VH23t0xNm,0.706,0.625,0,-7.426,1,0.0314,0.0,0.129,0.225,142.94799999999995,242181,4,3
480,480,Future,High Off Life,Solitaires (feat. Travis Scott),4kfeRwpq5KUaqTkgi4TbDF,0.691,0.632,1,-7.598,1,0.0513,0.0,0.0646,0.488,169.982,205666,4,3
485,485,Post Malone,Hollywood's Bleeding,Saint-Tropez,05mDaV9Vb3wrzjF6OPZnhq,0.617,0.684,0,-3.618,1,0.0439,0.0,0.104,0.295,132.113,150867,4,3
506,506,Mustard,Perfect Ten,Pure Water (with Migos),3j84U36KvLeXNDPv4t5pI8,0.682,0.5589999999999999,0,-5.545,1,0.127,0.0,0.344,0.13699999999999998,202.015,192471,4,3
525,525,Lil Baby,Out The Mud,Out The Mud,2wZjsbwmWfNVslgV5afl1L,0.746,0.4970000000000001,1,-5.785,1,0.149,8.6e-05,0.101,0.25,160.05100000000004,157816,4,3
528,528,5 Seconds of Summer,5 Seconds Of Summer,She Looks So Perfect,1gugDOSMREb34Xo0c1PlxM,0.494,0.951,9,-4.237,1,0.132,0.0,0.327,0.441,160.025,202496,4,3
530,530,Tori Fleming,Together,Heroes,3yVwuIYt2AxMb1ldE2G696,0.5760000000000001,0.471,0,-5.4689999999999985,1,0.0311,4.620000000000001e-05,0.134,0.231,142.975,236253,4,3
532,532,Runner and Bobby,Fall for Her (Nobody Else),Fall for Her (Nobody Else),2KaqrHSKvPwz24Sa4CM9s6,0.555,0.821,0,-9.63,1,0.0335,0.0407,0.0786,0.206,166.06599999999997,228434,4,3
533,533,Neon Trees,Picture Show,Everybody Talks,2iUmqdfGZcHIhS3b9E9EWq,0.471,0.924,8,-3.906,1,0.0586,0.0,0.313,0.725,154.961,177280,4,3
548,548,Of Monsters and Men,My Head Is An Animal,Little Talks,2ihCaVdNZmnHZWt0fvAM7B,0.457,0.757,1,-5.1770000000000005,1,0.032,0.0,0.146,0.417,102.961,266600,4,3
549,549,Neon Trees,Habits,Animal,1fBl642IhJOE5U319Gy2Go,0.482,0.833,5,-5.6110000000000015,1,0.0449,0.0,0.365,0.74,148.039,212293,4,3
567,567,Rex Orange County,Best Friend,Best Friend,47Bg6IrMed1GPbxRgwH2aC,0.575,0.7140000000000001,6,-5.247000000000001,1,0.0596,0.0,0.115,0.32,144.982,262231,4,3
575,575,RL Grime,NOVA,UCLA,3OaunNUlXXs5e2PXtNAzzG,0.536,0.879,1,-3.019,1,0.0621,0.0,0.0847,0.334,140.137,192000,4,3
577,577,Grouplove,Never Trust a Happy Song,Tongue Tied,0GO8y8jQk1PkHzS31d699N,0.56,0.936,3,-5.835,1,0.0439,0.0,0.161,0.371,112.96,218013,4,3
589,589,Fitz and The Tantrums,More Than Just a Dream (Deluxe Edition),Out of My League,2AYEOC02WLhUiOoaig2SEH,0.545,0.968,9,-3.553,0,0.0853,0.00325,0.331,0.527,169.965,209386,4,3
593,593,Donnie Trumpet & The Social Experiment,Surf,Sunday Candy,6fTdcGsjxlAD9PSkoPaLMX,0.511,0.596,0,-6.56,1,0.224,0.0,0.0798,0.5539999999999999,158.063,226014,4,3
597,597,Quinn XCII,Change of Scenery,Another Day in Paradise,4gHSezW5CHZCvjAUjF2pd5,0.652,0.802,11,-5.308,1,0.0669,0.0,0.14300000000000002,0.5589999999999999,167.952,255000,5,3
607,607,Taylor Swift,Speak Now (Deluxe Package),Long Live,5Bdm0z5upmvqDCKIaa3lF8,0.387,0.695,7,-4.211,1,0.0356,0.000102,0.106,0.155,203.942,317960,4,3
610,610,Rihanna,FourFiveSeconds,FourFiveSeconds,78TTtXnFQPzwqlbtbwqN0y,0.5820000000000001,0.272,2,-5.662000000000001,1,0.0501,0.0,0.13,0.354,205.846,188238,4,3
622,622,The Chicks,Home,Landslide,5hviCr3lgg6LY6noG6DPKs,0.5710000000000001,0.438,2,-7.0070000000000014,1,0.0279,1.56e-05,0.187,0.444,145.94799999999995,230549,4,3
629,629,The Runaways,The Runaways - The Mercury Albums Anthology,Cherry Bomb,35fqvg4rE0pzPeUj42nqQT,0.501,0.813,11,-8.192,1,0.0638,4.75e-05,0.131,0.495,136.59,138707,4,3
632,632,Raspberries,Raspberries,Go All The Way,75GQIYnRaBg7ndHxhfYuQy,0.305,0.8490000000000001,9,-4.892,1,0.0999,0.000134,0.0995,0.555,134.287,205347,4,3
636,636,Electric Light Orchestra,Out of the Blue,Mr. Blue Sky,2RlgNHKcydI9sayD2Df2xp,0.388,0.338,10,-10.054,1,0.0328,3.72e-06,0.248,0.477,177.78400000000005,303373,4,3
638,638,Fleetwood Mac,Rumours (Super Deluxe),The Chain - 2004 Remaster,5e9TFTbltYBg2xThimr0rU,0.545,0.67,9,-8.81,1,0.0496,0.000822,0.0451,0.481,151.553,270213,4,3
646,646,The Sneepers,"Guardians Inferno (From ""Guardians of the Galaxy Vol. 2"")","Guardians Inferno - From ""Guardians of the Galaxy Vol. 2""",2AY2gnEHnAKwR6nAfdG0Zq,0.631,0.687,8,-6.244,1,0.0273,0.147,0.3,0.374,129.96200000000002,196907,4,3
655,655,Kings of Leon,Aha Shake Heartbreak,The Bucket,5LZSXhywLD0CXBPQs3ULoL,0.494,0.637,0,-6.004,1,0.0336,2.77e-05,0.215,0.175,140.034,175547,4,3
667,667,The Libertines,Don't Look Back into the Sun,Don't Look Back into the Sun,38peLHRTxGZAd5TpEO3gB9,0.219,0.765,7,-5.563,1,0.111,0.00219,0.259,0.669,174.92700000000005,179960,4,3
677,677,Daryl Hall & John Oates,Bigger Than Both Of Us,Rich Girl,0qRR9d89hIS0MHRkQ0ejxX,0.573,0.6829999999999999,5,-6.644,1,0.17600000000000002,0.0,0.0935,0.8170000000000001,169.519,142787,4,3
711,711,The Kinks,"Lola Versus Powerman and the Moneygoround, Pt. One",Lola - Coca Cola Version,0UAJH0k4k3slcE83a9UGCe,0.474,0.917,9,-4.19,1,0.0395,0.231,0.201,0.902,152.113,241040,4,3
718,718,Electric Light Orchestra,Out of the Blue,Mr. Blue Sky,2RlgNHKcydI9sayD2Df2xp,0.388,0.338,10,-10.054,1,0.0328,3.72e-06,0.248,0.477,177.78400000000005,303373,4,3
724,724,Minnie Riperton,Come To My Garden,Les Fleurs,4XCGfHpGVq8xw800o5cwWs,0.441,0.499,6,-9.453,1,0.0484,2.87e-06,0.211,0.513,151.878,199293,4,3
732,732,The Undertones,The Undertones,Teenage Kicks,7ATyLePQnHxFk5kzxWCcsh,0.415,0.782,2,-6.745,1,0.0461,0.0,0.14,0.564,135.029,148480,4,3
738,738,Buzzcocks,Love Bites,Ever Fallen in Love (With Someone You Shouldn't've?) - 1996 Remastered Version,5YUJMvTg4AWHKjqQidTsGK,0.266,0.831,4,-9.07,1,0.0453,0.0,0.0555,0.778,175.514,163693,4,3
739,739,Blue Öyster Cult,Agents Of Fortune,(Don't Fear) The Reaper,5QTxFnGygVM4jFQiBovmRo,0.333,0.927,9,-8.55,0,0.0733,0.000208,0.297,0.385,141.466,308120,4,3
740,740,Derek & The Dominos,Layla And Other Assorted Love Songs (40th Anniversary / 2010 Remastered),Layla - 40th Anniversary Version / 2010 Remastered,2kkvB3RNRzwjFdGhaUA0tz,0.404,0.902,1,-3.88,1,0.0665,0.297,0.287,0.4970000000000001,115.669,423840,4,3
762,762,Imagine Dragons,Evolve,Thunder,1zB4vmk8tFRmM9UULNzbLB,0.605,0.8220000000000001,0,-4.833,1,0.0438,0.134,0.147,0.28800000000000003,167.997,187147,4,3
763,763,Post Malone,beerbongs & bentleys,Better Now,7dt6x5M1jzdTEt8oCbisTK,0.68,0.578,10,-5.8039999999999985,1,0.04,0.0,0.135,0.341,145.03799999999995,231267,4,3
790,790,Fall Out Boy,American Beauty/American Psycho,Centuries,04aAxqtGp5pv12UXAg4pkq,0.393,0.858,4,-2.8680000000000003,0,0.0729,0.0,0.102,0.56,176.042,228360,4,3
798,798,Green Day,American Idiot,Wake Me up When September Ends,3ZffCQKLFLUvYM59XKLbVm,0.546,0.8140000000000001,7,-5.146,1,0.0314,0.0,0.0972,0.146,104.98,285653,4,3
801,801,OneRepublic,Waking Up,Secrets,1NhPKVLsHhFUHIOZ32QnS2,0.516,0.764,2,-6.223,1,0.0366,0.0,0.115,0.376,148.02100000000004,224693,4,3
813,813,Sigala,We Don't Care,We Don't Care,59D6pNWyn8UXPpos5fbAqm,0.423,0.857,10,-3.4410000000000003,0,0.275,0.0,0.0555,0.655,180.01,207430,4,3
816,816,Cartoon,On & On,On & On,4B2kkxg3wKSTZw5JPaUtzQ,0.458,0.696,11,-4.742,1,0.0402,0.0,0.123,0.418,174.141,207069,4,3
819,819,OneRepublic,Connection,Connection,3T4UodGkfZObJ43RtA5KFU,0.611,0.602,5,-4.89,1,0.0437,0.0,0.112,0.624,168.15400000000002,148460,4,3
830,830,MKTO,MKTO,American Dream,3JMAdPq5TUOKBGsTATjLEH,0.5539999999999999,0.767,0,-5.043,1,0.0497,0.0,0.231,0.4970000000000001,122.846,225747,4,3
831,831,The Chainsmokers,World War Joy...Kills You Slowly,Who Do You Love,7ql71hBakyMi0Lxiq3Mugs,0.51,0.835,3,-4.673,1,0.0447,0.0,0.219,0.435,140.024,226747,4,3
832,832,AJR,The Click,Drama,5xqYosUgntU0KlUIGCIaBY,0.5579999999999999,0.624,2,-6.042000000000002,1,0.16899999999999998,0.0,0.11,0.69,156.07,204424,4,3
838,838,The Chainsmokers,Sick Boy,Somebody,0fTiDOXRNEN0lUeYGoSHml,0.32,0.63,10,-7.019,0,0.0493,0.0,0.102,0.32299999999999995,203.443,221987,4,3
855,855,John Coltrane,Blue Train (Expanded Edition),Blue Train - Remastered 2003,6ZgaUtMlUzUf7SqbUUnfbu,0.506,0.493,8,-7.758999999999999,1,0.0427,0.00355,0.307,0.584,134.77,644013,4,3
860,860,Lee Morgan,The Sidewinder (The Rudy Van Gelder Edition),The Sidewinder - Remastered 1999/Rudy Van Gelder Edition,1dZHIbmuBDAwXfQOM4dyM3,0.473,0.67,8,-7.756,1,0.0353,3.15e-06,0.0957,0.8079999999999999,152.484,625293,4,3
1064,1064,Little Richard,Here's Little Richard (Deluxe Edition),Long Tall Sally (The Thing),507IFqPuG8mBQoKebfGG9t,0.474,0.608,5,-5.1389999999999985,1,0.0825,0.0,0.0928,0.888,184.694,127427,4,3
1069,1069,Little Richard,Here's Little Richard (Deluxe Edition),Tutti Frutti,2iXcvnD3d1gfLBum0cE5Eg,0.555,0.6579999999999999,5,-3.866,1,0.0541,0.0,0.118,0.937,184.835,144227,4,3
1081,1081,Ray Charles,"Ray Charles (aka: Hallelujah, I Love Her So)",I've Got a Woman,2xar08Fq5xra2KKZs5Bw9j,0.556,0.61,9,-4.729,1,0.213,2.22e-06,0.258,0.665,199.373,171467,4,3
1083,1083,Danny & The Juniors,At The Hop,At The Hop,6wcKmXUzB6SExvGbleZkeI,0.405,0.8640000000000001,8,-7.642,1,0.0486,2.12e-05,0.18,0.888,194.875,149973,4,3
1087,1087,Various Artists,PAN AM: Music From and Inspired By The Original Series (From the Pan Am Soundtrack),Blue Skies,2xNDO4i0qxmkxYptUbxYpx,0.464,0.391,0,-5.115,1,0.0483,0.0,0.0521,0.649,158.894,226213,4,3
1118,1118,Chuck Berry,Berry Is On Top,Johnny B. Goode,3BUQFs6aFWh7EFNmI8bfL7,0.516,0.7979999999999999,10,-9.049,1,0.083,0.000128,0.305,0.969,168.195,161560,4,3
1121,1121,Little Richard,The Essential Little Richard,Keep A Knockin,5n5h1rwx8arEaRureuyNeS,0.335,0.926,8,-8.763,1,0.0958,3.13e-06,0.0696,0.948,170.467,137067,4,3
1129,1129,Procol Harum,A Whiter Shade Of Pale,A Whiter Shade Of Pale,3qitymULqEibr7yknRMKU4,0.249,0.66,0,-6.905,1,0.0342,0.0026,0.0891,0.435,149.813,248947,4,3
1153,1153,The Crystals,Da Doo Ron Ron: The Very Best of The Crystals,Da Doo Ron Ron (When He Walked Me Home),0fonScmHUzC0MglSLn9saA,0.535,0.797,3,-7.532999999999999,1,0.0459,3.4200000000000005e-05,0.141,0.613,148.835,140120,4,3
1183,1183,Creedence Clearwater Revival,Green River,Bad Moon Rising,20OFwXhEXf12DzwXmaV7fj,0.508,0.774,2,-5.973,1,0.0321,4.87e-06,0.063,0.942,178.946,141600,4,3
1188,1188,Bee Gees,Idea (Deluxe Edition),I Started A Joke,36CKza28wMxYdjdzji7ine,0.31,0.464,7,-8.755,1,0.0275,8.94e-06,0.132,0.431,144.775,188307,4,3
1197,1197,Steppenwolf,Steppenwolf,Born To Be Wild,63OFKbMaZSDZ4wtesuuq6f,0.438,0.71,2,-12.412,1,0.0919,0.537,0.221,0.53,145.928,210373,4,3
1198,1198,The Jackson 5,Diana Ross Presents The Jackson 5,I Want You Back,5LxvwujISqiB8vpRYv887S,0.469,0.5379999999999999,8,-13.559,1,0.0571,0.00012,0.37,0.8859999999999999,196.605,176333,4,3
1200,1200,Frank Sinatra,The World We Knew,Somethin' Stupid,4feXcsElKIVsGwkbnTHAfV,0.257,0.338,4,-12.902,1,0.0357,0.0,0.252,0.544,207.356,162493,4,3
1207,1207,Stevie Wonder,I Was Made To Love Her,I Was Made To Love Her,35Agv76BTtZGXlXutlfuYj,0.349,0.5429999999999999,10,-10.577,1,0.0429,0.0,0.0665,0.875,202.426,158667,4,3
1210,1210,Martha Reeves & The Vandellas,Heat Wave,(Love Is Like A) Heat Wave,3VgrSJEKBRT3xmwzpaxxEF,0.514,0.624,0,-9.287,0,0.0842,0.00517,0.307,0.755,166.726,163053,4,3
1212,1212,The Crystals,Da Doo Ron Ron: The Very Best of The Crystals,Then He Kissed Me,7jeOETwLUP84mPQzxlD5nh,0.431,0.6779999999999999,4,-7.945,1,0.0365,6.37e-06,0.199,0.633,135.91899999999998,158685,4,3
1229,1229,Eagles,The Very Best of the Eagles (2013 Remaster),Hotel California - 2013 Remaster,4Vn7TykT27PIygBiZjTR2s,0.579,0.508,2,-9.484,1,0.027000000000000003,0.0004940000000000001,0.0575,0.609,147.125,391376,4,3
1234,1234,The Hollies,Hollies,The Air That I Breathe - 2008 Remaster,6yLIqXX9edg1x0HZS7cZEv,0.279,0.473,4,-8.375,0,0.0309,0.00164,0.158,0.246,167.792,257107,4,3
1250,1250,Cher,"Gypsys, Tramps & Thieves","Gypsys, Tramps & Thieves",6fsSZbNL7XP9gf1kJ2l155,0.476,0.677,0,-11.175,1,0.0365,0.0,0.0601,0.691,170.87900000000005,158000,4,3
1256,1256,Baccara,The Collection & Tracklisting,"Yes Sir, I Can Boogie",2LScqpywMqGcnum6nNaxXX,0.454,0.769,2,-7.653,1,0.0815,3.29e-06,0.175,0.49,122.536,273867,4,3
1278,1278,Bruce Springsteen,Born To Run,Born to Run,6hTcuIQa0sxrrByu9wTD7s,0.27,0.944,4,-4.199,1,0.0975,2.05e-05,0.116,0.606,146.347,269920,4,3
1288,1288,Derek & The Dominos,Layla And Other Assorted Love Songs (40th Anniversary / 2010 Remastered),Layla - 40th Anniversary Version / 2010 Remastered,2kkvB3RNRzwjFdGhaUA0tz,0.404,0.902,1,-3.88,1,0.0665,0.297,0.287,0.4970000000000001,115.669,423840,4,3
1294,1294,The Kinks,"Lola Versus Powerman and the Moneygoround, Pt. One",Lola - Coca Cola Version,0UAJH0k4k3slcE83a9UGCe,0.474,0.917,9,-4.19,1,0.0395,0.231,0.201,0.902,152.113,241040,4,3
1296,1296,Steve Miller Band,Greatest Hits 1974-78,The Joker,6FKU84JHM1lbiy5Dx0Dyqd,0.417,0.339,10,-13.487,1,0.0819,2.26e-05,0.135,0.7190000000000001,165.451,217800,4,3
1314,1314,Fleetwood Mac,Rumours (Super Deluxe),The Chain - 2004 Remaster,5e9TFTbltYBg2xThimr0rU,0.545,0.67,9,-8.81,1,0.0496,0.000822,0.0451,0.481,151.553,270213,4,3
1338,1338,Various Artists,Footloose (15th Anniversary Collectors' Edition),"Footloose - From ""Footloose"" Soundtrack",2vz1CsL5WBsbpBcwgboTAw,0.583,0.905,2,-6.1320000000000014,1,0.0733,0.00019,0.0593,0.6459999999999999,173.982,226827,4,3
1341,1341,AC/DC,Back In Black,Back In Black,08mG3Y1vljYA6bvDt4Wqkj,0.31,0.7,9,-5.678,1,0.047,0.00965,0.0828,0.763,188.386,255493,4,3
1347,1347,REO Speedwagon,Wheels Are Turnin',Can't Fight This Feeling,5WwqdeavrQrbeAMDxGawse,0.408,0.48,9,-11.017,1,0.0266,1.82e-05,0.0877,0.19,156.344,294773,4,3
1352,1352,Joan Jett & The Blackhearts,Bad Reputation (Expanded Edition),Bad Reputation,7pu8AhGUxHZSCWTkQ2eb5M,0.378,0.974,6,-4.055,1,0.194,0.0139,0.0588,0.8240000000000001,203.715,169187,4,3
1354,1354,Paul Young,From Time To Time - The Singles Collection,Every Time You Go Away - Radio Edit,05fHQeRbCSjKVS6z0WbQKJ,0.5720000000000001,0.721,5,-8.959,1,0.0402,7.41e-06,0.21600000000000005,0.8440000000000001,164.252,267000,4,3
1363,1363,Bonnie Tyler,The Very Best Of Bonnie Tyler,Total Eclipse of the Heart,5prTs2HAw2G4idHZyeFp8o,0.435,0.6579999999999999,8,-8.179,1,0.0661,0.0,0.102,0.184,130.276,269787,4,3
1366,1366,Bruce Springsteen,Born In The U.S.A.,Dancing In the Dark,7FwBtcecmlpc1sLySPXeGE,0.527,0.942,1,-5.64,0,0.0366,0.0,0.188,0.495,148.72299999999996,241307,4,3
1367,1367,Various Artists,Hits Of The 80s (100 Songs),I Ran,10zlwR7kvVbD9OBkeZWr3L,0.537,0.815,2,-6.207999999999998,1,0.0348,0.807,0.194,0.691,145.424,219907,4,3
1370,1370,Ozzy Osbourne,Blizzard of Ozz (Expanded Edition),Crazy Train,2b9lp5A6CqSzwOrBfAFhof,0.453,0.905,9,-4.001,1,0.115,0.0005690000000000001,0.26,0.474,137.571,296200,4,3
1377,1377,Alice Cooper,Trash,Poison,5XcZRgJv3zMhTqCyESjQrF,0.28,0.908,2,-5.509,0,0.109,8.85e-06,0.18,0.26,118.698,270080,4,3
1385,1385,Joan Jett & The Blackhearts,I Love Rock 'N' Roll (Expanded Edition),Crimson and Clover,4do0Z0rHdFUV3RSMxMQsdq,0.181,0.772,0,-5.2010000000000005,1,0.0385,0.00045,0.07200000000000001,0.607,166.741,197493,4,3
1387,1387,REO Speedwagon,Hi Infidelity (30th Anniversary Edition),Keep on Loving You,4rcHWl68ai6KvpXlc8vbnE,0.306,0.722,0,-5.962999999999999,1,0.034,0.0,0.117,0.41,174.732,200293,4,3
1390,1390,Quiet Riot,Metal Health,Cum on Feel the Noize,3vV3cr2TpPqFk07zxYUbla,0.409,0.92,11,-5.439,0,0.12,0.00105,0.0823,0.37,145.085,290960,4,3
