,Unnamed: 0,artist,album,track_name,track_id,danceability,energy,key,loudness,mode,speechiness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,cluster
178,178,Absofacto,Someone Else’s Dream,Someone Else’s Dream,0N7uBJVtUegyKXKegKgjHX,0.5479999999999999,0.76,1,-2.967,0,0.0317,8.83e-05,0.315,0.58,94.068,200300,4,7
179,179,JAWNY,Honeypie,Honeypie,6JqYhSdTE4WbQrMXxPH5cD,0.742,0.6779999999999999,5,-4.605,0,0.192,0.0,0.151,0.927,115.05,135521,4,7
182,182,WILLOW,ARDIPITHECUS,Wait a Minute!,0y60itmpH0aPKsFiGxmtnh,0.764,0.705,3,-5.279,0,0.0278,1.94e-05,0.0943,0.672,101.003,196520,4,7
183,183,Cannons,Shadows,Fire for You,4o0LyB69tylqDG6eTGhmig,0.737,0.6779999999999999,6,-7.011,0,0.0962,0.157,0.123,0.698,102.051,231826,4,7
194,194,Glass Animals,Dreamland,Tangerine,40rOlDoGejXXF4B0BYsjx8,0.845,0.583,9,-5.948,0,0.0773,0.000536,0.1,0.8420000000000001,149.941,200584,4,7
198,198,Wallows,Nothing Happens,Are You Bored Yet? (feat. Clairo),57RA3JGafJm5zRtKJiKPIm,0.682,0.6829999999999999,8,-6.444,0,0.0287,2.32e-05,0.273,0.64,120.023,178000,4,7
204,204,FLOYD WONDER,mas queso,mas queso,0fUujTuntLla5fesCqQ6d1,0.626,0.895,10,-4.359,0,0.0817,0.0679,0.198,0.6,104.999,138424,4,7
210,210,Clubhouse,Weekend,Weekend,0qPeakaeFndczx9OhJIFp6,0.921,0.438,6,-8.771,0,0.0442,0.00271,0.37,0.596,98.972,188380,4,7
212,212,again&again,eighty-five,eighty-five,3QqdwK6b3QTRIWkT9oNYb1,0.71,0.618,11,-8.865,0,0.0598,3.9299999999999986e-05,0.141,0.797,94.995,192316,4,7
216,216,Tame Impala,The Slow Rush,Borderline,5hM5arv9KDbCHS0k9uqwjr,0.621,0.873,5,-3.067,0,0.0369,9.1e-06,0.0824,0.873,97.96,237800,4,7
218,218,Glass Animals,Tokyo Drifting,Tokyo Drifting (with Denzel Curry),3AHqaOkEFKZ6zEHdiplIv7,0.708,0.496,8,-8.175,0,0.0496,0.000109,0.102,0.412,128.914,217693,4,7
222,222,Electric Guest,KIN,Dollar,0z4zZNViQ01puQOlAFGGUy,0.799,0.58,0,-8.152000000000001,0,0.0891,0.000183,0.154,0.601,95.039,208747,4,7
223,223,Verzache,Needs,Needs,0WKmVAD4VWk5EdTyCFILi4,0.813,0.601,11,-7.552,0,0.116,0.0002,0.426,0.855,118.981,177479,4,7
225,225,Disclosure,Birthday,Birthday,2jCSd2lOtWQKtwb7FdfvPQ,0.6920000000000001,0.728,5,-8.686,0,0.0822,4.58e-06,0.125,0.6679999999999999,136.205,219520,4,7
229,229,박혜진 Park Hye Jin,IF U WANT IT,ABC,1mazAW31oI50KA3YLB6UTZ,0.778,0.857,8,-7.037000000000001,0,0.0576,0.6609999999999999,0.116,0.439,120.003,242000,4,7
233,233,Jai Wolf,The Cure To Loneliness,Lose My Mind (feat. Mr Gabriel),0zEKfIm5b8EUcDM3qoPXKX,0.606,0.775,0,-6.0379999999999985,0,0.04,0.498,0.305,0.508,140.013,258547,4,7
245,245,flor,dancing around / slow motion,dancing around,4bE6D10MEtSdDt1lxXgTro,0.726,0.657,10,-7.066,0,0.0327,0.000248,0.0975,0.629,114.996,235707,4,7
246,246,Kyle Dion,Play Too Much,Play Too Much,11xILcyUmIjr2XpM6mpEvA,0.877,0.452,9,-5.773,0,0.0898,4.37e-06,0.139,0.89,110.021,197205,4,7
249,249,SHAED,Trampoline (with ZAYN),Trampoline (with ZAYN),1iQDltZqI7BXnHrFy4Qo1k,0.619,0.459,7,-5.782,0,0.0334,0.0,0.13699999999999998,0.498,126.803,184280,4,7
250,250,Big Gigantic,Friends,Friends,67J01Vb3WHz7QuuBriVdJQ,0.667,0.8340000000000001,5,-4.205,0,0.13,1e-06,0.0515,0.674,95.015,238330,4,7
259,259,Emilee,Feels Like a Dream,Feels Like a Dream,5NDrYaYzObrqyNsYmfTdxK,0.667,0.486,1,-10.377,0,0.0351,0.00321,0.0492,0.928,199.729,170400,4,7
264,264,Jarami,Cold Blooded,Cold Blooded,2MDLioU5AzJf5uA48lxk2t,0.77,0.688,5,-5.5470000000000015,0,0.0362,0.026,0.102,0.51,114.99,169184,4,7
268,268,Dominic Fike,"Don't Forget About Me, Demos",3 Nights,1tNJrcVe6gwLEiZCtprs1u,0.815,0.518,7,-6.5939999999999985,0,0.0897,0.0,0.104,0.877,151.891,177667,4,7
271,271,Absofacto,Thousand Peaces,Dissolve,7pBrj5rt4SSxXwFKOyZfHR,0.688,0.5820000000000001,6,-10.668,0,0.0542,0.000157,0.0663,0.872,85.486,224661,4,7
275,275,Dansu,Don't You Give Up,Don't You Give Up,68xBP3GnZuYEDlN4usyp4G,0.79,0.468,6,-7.152,0,0.0534,0.00203,0.0735,0.606,98.014,188963,4,7
276,276,Jonas Blue,Blue,Mama,7jEyX4bqaCSdMN4D4JNnVj,0.738,0.794,11,-4.118,0,0.0416,0.0,0.0533,0.5660000000000001,104.014,184134,4,7
277,277,David Guetta,7,Flames,66BjcDhhwWCcQIBxHMpKXh,0.631,0.649,5,-5.892,0,0.0385,3.8e-06,0.0934,0.421,93.95,194680,4,7
278,278,Calvin Harris,One Kiss (with Dua Lipa),One Kiss (with Dua Lipa),7ef4DlsgrMEH11cDZd32M6,0.7909999999999999,0.862,9,-3.24,0,0.11,2.19e-05,0.0814,0.5920000000000001,123.994,214847,4,7
282,282,David Guetta,Nothing but the Beat (Ultimate Edition),Titanium (feat. Sia),0TDLuuLlV54CkRRUOahJb4,0.604,0.787,0,-3.674,0,0.103,0.15,0.127,0.301,126.062,245040,4,7
283,283,Calvin Harris,How Deep Is Your Love,How Deep Is Your Love,22mek4IiqubGD9ctzxc69s,0.738,0.868,11,-4.373,0,0.0731,0.00171,0.388,0.336,122.003,212640,4,7
288,288,DNCE,DNCE,Cake By The Ocean,76hfruVvmfQbw0eYn1nmeC,0.774,0.753,4,-5.4460000000000015,0,0.0517,0.0,0.0371,0.8959999999999999,119.002,219147,4,7
292,292,The Weeknd,Beauty Behind The Madness,Can't Feel My Face,22VdIZQfgXJea34mQxlt81,0.705,0.769,9,-5.526,0,0.0425,0.0,0.105,0.583,107.949,213520,4,7
295,295,Ariana Grande,My Everything (Deluxe),Problem,7vS3Y0IKjde7Xg85LWIEdP,0.66,0.805,1,-5.352,0,0.153,8.83e-06,0.159,0.625,103.008,193920,4,7
298,298,The Vamps,Meet The Vamps,Can We Dance,2kqAtjOtQPAR0OiYUJR43k,0.64,0.82,1,-4.729,0,0.0464,0.0,0.189,0.583,130.108,192711,4,7
300,300,Ariana Grande,My Everything (Deluxe),Break Free,12KUFSHFgT0XCoiSlvdQi4,0.687,0.7020000000000001,7,-5.324,0,0.0455,4.35e-05,0.204,0.284,129.95600000000002,214840,4,7
303,303,Maggie Lindemann,Pretty Girl (Cheat Codes X CADE Remix),Pretty Girl - Cheat Codes X CADE Remix,1NDxZ7cFAo481dtYWdrUnR,0.703,0.868,7,-4.6610000000000005,0,0.0291,0.132,0.104,0.733,121.03,193613,4,7
305,305,Ariana Grande,Yours Truly,The Way,0S4RKPbRDA72tvKwVdXQqe,0.645,0.878,5,-3.208,0,0.113,0.0,0.076,0.862,82.324,227027,4,7
306,306,Anne-Marie,Speak Your Mind (Deluxe),2002,6SFStUDQZNaGPKWOx9ZiJB,0.6970000000000001,0.6829999999999999,1,-2.881,0,0.117,0.0,0.13699999999999998,0.603,96.133,186987,4,7
311,311,SG Lewis,Better (SG Lewis x Clairo),Better - SG Lewis x Clairo,32T61xmNSIXhGkEszzs0t8,0.6990000000000001,0.583,6,-9.731,0,0.0357,0.00029,0.091,0.484,109.001,193762,4,7
312,312,Jonas Brothers,Happiness Begins,Sucker,22vgEDb5hykfaTwLuskFGD,0.8420000000000001,0.7340000000000001,1,-5.065,0,0.0588,0.0,0.106,0.952,137.958,181027,4,7
319,319,Demi Lovato,Confident (Deluxe Edition),Cool for the Summer,2zFF6jG5hQArbzcXz3KUWk,0.583,0.61,5,-5.6389999999999985,0,0.0382,0.000105,0.14,0.336,114.06,214740,4,7
322,322,Swedish House Mafia,Don't You Worry Child,Don't You Worry Child - Radio Edit,2V65y3PX4DkRhy1djlxd9p,0.612,0.84,11,-3.145,0,0.0509,0.0,0.116,0.438,129.042,212862,4,7
323,323,Daft Punk,Random Access Memories,Get Lucky (feat. Pharrell Williams & Nile Rodgers),69kOkLUCkxIZYexIgSG8rq,0.81,0.7929999999999999,6,-9.404,0,0.0403,1.82e-06,0.07200000000000001,0.863,116.049,369627,4,7
324,324,BTS,MAP OF THE SOUL : PERSONA,Boy With Luv (feat. Halsey),5KawlOMHjWeUjQtnuRs22c,0.645,0.862,11,-4.757,0,0.0965,0.0,0.192,0.7979999999999999,119.991,229773,4,7
337,337,Sara Bareilles,Little Voice,Love Song,4E6cwWJWZw2zWf7VFbH7wf,0.583,0.7859999999999999,2,-3.142,0,0.0301,0.0,0.188,0.573,123.055,258827,4,7
343,343,Train,"Save Me, San Francisco","Hey, Soul Sister",24YvUQnuPL8gObCfSnAobH,0.677,0.89,1,-4.448,0,0.0418,0.0,0.0826,0.764,97.012,216773,4,7
345,345,Bill Withers,The Best Of Bill Withers: Lean On Me,Ain't No Sunshine,7u8LNgkrmUXGT6JEwiy8Ia,0.535,0.469,4,-9.793,0,0.07200000000000001,5.11e-05,0.104,0.429,79.264,123333,4,7
358,358,Stevie Wonder,Original Musiquarium,I Wish,5RET3nrnXtD05yExPbZrhZ,0.826,0.7509999999999999,10,-9.621,0,0.0564,7.709999999999999e-05,0.0596,0.916,105.909,253747,4,7
372,372,Cherry Lena,Down,Down,1oZFPWq3nYL6wAcmS4WmoS,0.738,0.451,9,-7.847,0,0.049,0.0,0.117,0.7120000000000001,84.993,194390,4,7
375,375,DNCE,DNCE,Cake By The Ocean,76hfruVvmfQbw0eYn1nmeC,0.774,0.753,4,-5.4460000000000015,0,0.0517,0.0,0.0371,0.8959999999999999,119.002,219147,4,7
376,376,Pharrell Williams,G I R L,"Happy - From ""Despicable Me 2""",60nZcImufyMA1MKQY3dcCH,0.647,0.8220000000000001,5,-4.662,0,0.183,0.0,0.0908,0.962,160.019,232720,4,7
379,379,OutKast,Speakerboxxx/The Love Below,Hey Ya! - Radio Mix,2PpruBYCo4H7WOBJ7Q2EwM,0.727,0.974,4,-2.261,0,0.0664,0.000532,0.174,0.965,79.52600000000002,235213,4,7
386,386,Portugal. The Man,Woodstock,Feel It Still,6QgjcU0zLnzq5OrUoSZ3OK,0.8009999999999999,0.795,1,-5.115,0,0.0504,0.000113,0.0717,0.754,79.028,163253,4,7
387,387,Bruno Mars,Unorthodox Jukebox,Treasure,55h7vJchibLdUkxdlX3fK7,0.8740000000000001,0.6920000000000001,5,-5.28,0,0.0431,7.240000000000001e-05,0.324,0.937,116.017,178560,4,7
392,392,Calvin Harris,Giant (with Rag'n'Bone Man),Giant (with Rag'n'Bone Man),5itOtNx0WxtJmi1TQ3RuRd,0.807,0.887,1,-4.311,0,0.0361,0.000503,0.0811,0.606,122.015,229184,4,7
393,393,Surf Mesa,ily (i love you baby) (feat. Emilee),ily (i love you baby) (feat. Emilee),62aP9fBQKYKxi7PDXwcUAS,0.674,0.774,11,-7.567,0,0.0892,0.00188,0.393,0.33,112.05,176547,4,7
395,395,Dominic Fike,"Don't Forget About Me, Demos",3 Nights,1tNJrcVe6gwLEiZCtprs1u,0.815,0.518,7,-6.5939999999999985,0,0.0897,0.0,0.104,0.877,151.891,177667,4,7
397,397,Jonas Brothers,Happiness Begins,Sucker,22vgEDb5hykfaTwLuskFGD,0.8420000000000001,0.7340000000000001,1,-5.065,0,0.0588,0.0,0.106,0.952,137.958,181027,4,7
400,400,Jason Derulo,Everything Is 4,Want to Want Me,7oGZAicScQt96OAW4AruYy,0.775,0.68,0,-5.507999999999999,0,0.0629,0.0,0.109,0.6559999999999999,114.025,207719,4,7
401,401,Axwell /\ Ingrosso,More Than You Know,More Than You Know,6h5PAsRni4IRlxWr6uDPTP,0.6459999999999999,0.741,5,-4.973,0,0.034,0.0,0.312,0.5710000000000001,123.077,203000,4,7
402,402,Ed Sheeran,÷ (Deluxe),Shape of You,7qiZfU4dY1lWllzX7mPBI3,0.825,0.652,1,-3.1830000000000003,0,0.0802,0.0,0.0931,0.931,95.977,233713,4,7
403,403,Miley Cyrus,The Time Of Our Lives (International Version),Party In The U.S.A.,3E7dfMvvCLUddWissuqMwr,0.652,0.698,10,-4.667,0,0.042,0.000115,0.0886,0.47,96.021,202067,4,7
404,404,Denizen,Afterglow,Afterglow,1Ufn7l6phzI9jX2R5HJUEU,0.5589999999999999,0.846,9,-6.482,0,0.0857,3.08e-06,0.0879,0.59,115.105,199640,4,7
405,405,Tones And I,Dance Monkey (Stripped Back) / Dance Monkey,Dance Monkey,2XU0oxnq2qxCpomAAuJY8K,0.8240000000000001,0.588,6,-6.4,0,0.0924,0.000104,0.149,0.513,98.027,209438,4,7
406,406,Kungs,Layers,This Girl (Kungs Vs. Cookin' On 3 Burners),1A8j067qyiNwQnZT0bzUpZ,0.792,0.7170000000000001,0,-4.759,0,0.0393,3.59e-05,0.226,0.466,121.985,195547,4,7
409,409,Daft Punk,Get Lucky (feat. Pharrell Williams & Nile Rodgers) [Radio Edit],Get Lucky (feat. Pharrell Williams & Nile Rodgers) - Radio Edit,2Foc5Q5nqNiosCNqttzHof,0.794,0.8109999999999999,6,-8.966000000000003,0,0.038,1.07e-06,0.101,0.862,116.047,248413,4,7
419,419,JP Cooper,Raised Under Grey Skies (Deluxe),September Song,0zbzrhfVS9S2TszW3wLQZ7,0.614,0.615,0,-6.7,0,0.0444,0.0,0.0921,0.374,95.941,220291,4,7
425,425,Martin Garrix,Summer Days (feat. Macklemore & Patrick Stump of Fall Out Boy),Summer Days (feat. Macklemore & Patrick Stump of Fall Out Boy),7Feaw9WAEREY0DUOSXJLOM,0.6609999999999999,0.723,5,-6.976,0,0.0566,1.23e-05,0.14,0.316,113.778,163805,4,7
427,427,Internet Money,B4 The Storm,"Lemonade (feat. Gunna, Don Toliver & NAV)",7hxHWCCAIIxFLCzvDgnQHX,0.8,0.6579999999999999,1,-6.142,0,0.079,0.0,0.111,0.462,140.042,195429,4,7
428,428,Pop Smoke,Shoot For The Stars Aim For The Moon,For The Night (feat. Lil Baby & DaBaby),0PvFJmanyNQMseIFrU708S,0.823,0.586,6,-6.606,0,0.2,0.0,0.193,0.34700000000000003,125.971,190476,4,7
436,436,24kGoldn,Mood (feat. iann dior),Mood (feat. iann dior),3tjFYV6RSFtuktYl3ZtYcq,0.7,0.722,7,-3.5580000000000003,0,0.0369,0.0,0.272,0.7559999999999999,90.989,140526,4,7
437,437,Jack Harlow,Tyler Herro,Tyler Herro,4DuUwzP4ALMqpquHU0ltAB,0.794,0.7559999999999999,5,-7.16,0,0.136,0.0,0.247,0.775,123.066,156498,4,7
439,439,Drake,Toosie Slide,Toosie Slide,127QTOFJsJQp5LbJbu3A1y,0.8340000000000001,0.454,1,-9.75,0,0.201,6.15e-06,0.114,0.8370000000000001,81.618,247059,4,7
441,441,THE SCOTTS,THE SCOTTS,THE SCOTTS,39Yp9wwQiSRIDOvrVg7mbk,0.716,0.537,0,-7.648,0,0.0514,0.0,0.157,0.28,129.97899999999998,165978,4,7
451,451,Drake,The Best In The World Pack,Money In The Grave (Drake ft. Rick Ross),5ry2OE6R2zPQFDO85XkgRb,0.831,0.502,10,-4.045,0,0.046,0.0,0.122,0.101,100.541,205427,4,7
456,456,DDG,Moonwalking in Calabasas (feat. Blueface) [Remix],Moonwalking in Calabasas (feat. Blueface) - Remix,7o4gBbTM6UBLkOYPw9xMCz,0.928,0.341,11,-10.196,0,0.103,0.0,0.162,0.745,129.966,170233,4,7
461,461,Don Toliver,Heaven Or Hell,No Idea,7AzlLxHn24DxjgQX73F9fU,0.652,0.631,6,-5.718,0,0.0893,0.000579,0.165,0.35,127.998,154424,4,7
466,466,Lil Uzi Vert,Eternal Atake,P2,3kW4z2pIj5VY5fLjBrMRL5,0.775,0.72,11,-5.353,0,0.193,0.0,0.114,0.49,155.086,234627,4,7
468,468,Playboi Carti,@ MEH,@ MEH,5UusfWUMMLEXLMc1ViNZoe,0.8759999999999999,0.4920000000000001,11,-8.11,0,0.153,0.000283,0.0678,0.4,151.04399999999995,166799,4,7
470,470,DaBaby,BLAME IT ON BABY,FIND MY WAY,1gVCEnryJhkdQcuC0Kbvor,0.836,0.624,4,-6.75,0,0.184,0.0,0.138,0.7,103.0,139890,4,7
471,471,Young Thug,The London (feat. J. Cole & Travis Scott),The London (feat. J. Cole & Travis Scott),7DcvwMAiqKJQD1rrdfxSDx,0.7959999999999999,0.586,4,-6.9460000000000015,0,0.147,0.0,0.132,0.179,97.981,200107,4,7
475,475,Lil Uzi Vert,That Way,That Way,5raTDhlbxFDnpn89bxArdH,0.7190000000000001,0.611,7,-5.01,0,0.0403,0.0,0.155,0.489,129.96200000000002,212354,4,7
477,477,Lucian,Digidaba,Digidaba,1q2WvggjbsiLvYNXCMBKRM,0.8109999999999999,0.493,10,-6.114,0,0.104,2.56e-06,0.0742,0.5479999999999999,99.9,126041,4,7
