,Unnamed: 0,artist,album,track_name,track_id,danceability,energy,key,loudness,mode,speechiness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,cluster
367,367,Powfu,death bed (coffee for your head),death bed (coffee for your head),7eJMfftS33KTjuF7lTsMCx,0.726,0.431,8,-8.765,0,0.135,0.0,0.696,0.348,144.026,173333,4,5
385,385,Black Eyed Peas,THE E.N.D. (THE ENERGY NEVER DIES) [Deluxe Version],I Gotta Feeling,4kLLWz7srcuLKA7Et40PQR,0.743,0.7659999999999999,0,-6.375,1,0.0265,0.0,0.509,0.61,127.96,289133,4,5
399,399,DJ Jazzy Jeff & The Fresh Prince,Homebase,Summertime,20XdEFyaUR9C7aDIdq2OAd,0.677,0.54,7,-14.439,1,0.0627,1.84e-06,0.845,0.469,95.116,270973,4,5
446,446,Roddy Ricch,Please Excuse Me For Being Antisocial,The Box,0nbXyq5TXYPCO7pr3N8S4I,0.8959999999999999,0.586,10,-6.687,0,0.0559,0.0,0.79,0.642,116.971,196653,4,5
447,447,Ty Dolla $ign,Featuring Ty Dolla $ign,"Ego Death (feat. Kanye West, FKA twigs & Skrillex)",3Q5cLvkKsHJvYltf8k7HkO,0.818,0.598,10,-5.948,0,0.113,1.32e-06,0.634,0.331,111.052,231618,4,5
462,462,The Kid LAROI,F*CK LOVE,GO (feat. Juice WRLD),2rPHUAeUPbNgTmK18FPTiZ,0.487,0.74,6,-4.973,1,0.0944,0.0,0.612,0.522,73.779,181688,4,5
472,472,NAV,Turks,Turks (feat. Travis Scott),0lSZh5W0wDeurkGzLYY6hf,0.893,0.618,7,-4.425,0,0.112,0.0,0.542,0.389,119.099,161377,4,5
473,473,Juice WRLD,Legends Never Die,Tell Me U Luv Me (with Trippie Redd),5JAYDuLRkODlVt6dgoalKk,0.66,0.76,2,-5.726,1,0.0787,0.0,0.632,0.394,127.984,180129,4,5
487,487,"Tyler, The Creator",IGOR,EARFQUAKE,5hVghJ4KaYES3BFUATCYn0,0.5539999999999999,0.498,9,-8.866,1,0.0685,5.98e-06,0.795,0.413,79.635,190067,4,5
522,522,Arizona Zervas,ROXANNE,ROXANNE,696DnlkuDOXcMAnKlTgXXK,0.621,0.601,6,-5.6160000000000005,0,0.14800000000000002,0.0,0.46,0.457,116.735,163636,5,5
544,544,Owl City,The Midsummer Station,Good Time,1kPpge9JDLpcj15qgrPbYX,0.56,0.872,3,-4.269,1,0.14,6.98e-06,0.371,0.682,126.05,205933,4,5
635,635,Various Artists,Shining '70s (Best Of '70s Easy Rock),O-O-H Child,3GNNIvSOLX4jE8pyqkCrWQ,0.511,0.66,10,-9.052,0,0.0385,8.31e-06,0.606,0.7090000000000001,88.816,195733,4,5
642,642,Glen Campbell,Southern Nights,Southern Nights,7kv7zBjMtVf0eIJle2VZxn,0.6970000000000001,0.813,11,-8.89,0,0.0315,0.0232,0.583,0.85,95.301,180027,4,5
644,644,Cheap Trick,Heaven Tonight,Surrender,2ccUQnjjNWT0rsNnsBpsCA,0.524,0.955,0,-7.081,1,0.0411,8.77e-06,0.659,0.8690000000000001,133.849,253733,4,5
645,645,Various Artists,Can't Hardly Wait,Flashlight,6VSm4HuSiOGWjbt6zpPnvh,0.7490000000000001,0.802,7,-6.159,0,0.0471,0.0499,0.611,0.826,106.077,267800,4,5
648,648,Jay & The Americans,Come A Little Bit Closer: The Best Of Jay & The Americans,Come A Little Bit Closer,252YuUdUaC5OojaBU0H1CP,0.636,0.684,3,-9.302,1,0.057,0.0015,0.534,0.8809999999999999,132.509,166667,4,5
651,651,Sam Cooke,The Man Who Invented Soul,Bring It On Home to Me,0WVTQp3SOCuMr08jh1jweV,0.523,0.402,0,-8.232999999999999,1,0.0305,0.0,0.4320000000000001,0.675,70.863,162533,4,5
662,662,Jamie T,Panic Prevention,If You Got The Money,11YPU4INeZJbgJJ43xSktf,0.66,0.595,11,-7.034,0,0.274,0.0,0.653,0.642,97.518,243933,4,5
664,664,Paolo Nutini,Sunny Side Up,Coming up Easy,3dsKwCBFczXMnE4EuhVsvn,0.616,0.563,7,-6.414,1,0.04,0.0,0.5479999999999999,0.629,113.737,258520,4,5
719,719,The Five Stairsteps,The First Family of Soul: The Best of The Five Stairsteps,O-o-h Child,74JdR9aXE6I74oS1BVRsvb,0.488,0.754,5,-7.95,0,0.0381,2.42e-05,0.6779999999999999,0.664,88.369,197160,4,5
743,743,Thin Lizzy,Jailbreak (Deluxe Edition),Jailbreak,4qbiCq2xkNPyojuZFeNeqx,0.616,0.7609999999999999,3,-9.199,1,0.126,0.0025,0.374,0.708,145.07399999999996,240600,4,5
751,751,Maxine Nightingale,Right Back Where We Started From,Right Back Where We Started From,00s8dO3RWrFkBqC9JIy6ag,0.6920000000000001,0.653,5,-5.715,1,0.0392,0.00707,0.455,0.901,148.018,192267,4,5
789,789,Fall Out Boy,American Beauty/American Psycho,Immortals,3Te8uLyit6X3ncNW8Fp3K2,0.616,0.868,2,-3.606,1,0.0699,1.54e-06,0.6709999999999999,0.475,108.016,189387,4,5
791,791,Fall Out Boy,Save Rock And Roll,My Songs Know What You Did In The Dark (Light Em Up),7s0lDK7y3XLmI7tcsRAbW0,0.5579999999999999,0.924,9,-4.341,0,0.064,3.32e-06,0.537,0.5670000000000001,151.99,186827,4,5
793,793,Nico & Vinz,Black Star Elephant,Am I Wrong,1fidCEsYlaVE3pHwKCvpFZ,0.7290000000000001,0.675,8,-6.002999999999999,1,0.0312,1.58e-06,0.55,0.779,119.968,245867,4,5
803,803,Elgate feat. Spektrem,Shine,Shine,7F9JEUSWBBzrByXA3FszFX,0.545,0.8109999999999999,7,-5.8660000000000005,1,0.0712,8.89e-05,0.462,0.284,128.058,228676,4,5
824,824,WALK THE MOON,Timebomb,Timebomb,6GqRl2u7LIW93T8Vi5LnXU,0.583,0.778,5,-4.766,1,0.0403,0.0,0.621,0.446,122.053,218589,4,5
829,829,Kid Quill,The Name Above the Title,A Song to Sing (feat. Mark Battles & Devvon Terrell),6vl5ghDnotGACfQy6JDYzY,0.745,0.741,2,-7.2120000000000015,1,0.184,0.0,0.51,0.48,94.002,185487,4,5
834,834,Christian French,By Myself,By Myself,6iRTYLWbxXtUz00KQIWiTN,0.685,0.5529999999999999,1,-6.965,0,0.0667,0.0,0.654,0.695,130.02200000000002,184625,4,5
839,839,PRETTYMUCH,Summer on You,Summer on You,07ipXN6CNTw34qwSYePKpg,0.8109999999999999,0.447,4,-6.55,1,0.0414,0.0,0.462,0.6940000000000001,99.995,205792,4,5
843,843,Bazzi,COSMIC,Mine,7uzmGiiJyRfuViKKK3lVmR,0.71,0.789,4,-3.874,1,0.0722,2.77e-06,0.451,0.7170000000000001,142.929,131064,4,5
846,846,Jeremy Zucker,"summer,",comethru,18uwL0vNUanqZH0ro2QcOP,0.795,0.17800000000000002,0,-11.991,1,0.0574,0.0,0.623,0.608,93.982,181613,4,5
856,856,Miles Davis Quintet,Relaxin' With The Miles Davis Quintet,It Could Happen To You,34xixFi5y3I5FIOH1ZWisx,0.623,0.403,5,-11.121,0,0.0426,1.13e-05,0.448,0.631,93.911,396960,4,5
895,895,Dave Brubeck,On Time,Besame Mucho,1GZD0TZJHmdQaZsucHBmWT,0.517,0.273,10,-17.279,0,0.0627,0.774,0.979,0.321,63.423,354573,4,5
1060,1060,Jackie Wilson,Lonely Teardrops,Lonely Teardrops,6TYR3IVgIwDK6ydc2EPEQq,0.524,0.478,7,-8.894,1,0.118,0.0,0.74,0.843,137.13299999999998,166213,4,5
1063,1063,The Isley Brothers,Shout!,"Shout, Pts. 1 & 2",2ZNTPtYmAhN9vCwnAgqKn1,0.489,0.866,10,-7.433,1,0.0933,0.0,0.8759999999999999,0.416,138.63,268560,4,5
1067,1067,Elvis Presley,Elvis' Golden Records,Hound Dog,64Ny7djQ6rNJspquof2KoX,0.35700000000000004,0.7559999999999999,0,-8.492,1,0.0621,0.00505,0.76,0.95,174.797,136027,4,5
1084,1084,Various Artists,Mad Men: A Musical Companion (1960-1965),Baby (You've Got What It Takes),3iskX6pzPZOyUNoVCQ7oMz,0.69,0.508,8,-9.92,1,0.0469,0.000185,0.496,0.818,132.892,164400,4,5
1098,1098,Paul Anka,Put Your Head On My Shoulder: The Very Best Of Paul Anka,Diana,4chlGZQX5uPYpRLp3NezmX,0.57,0.408,7,-9.932,1,0.0295,0.0,0.5489999999999999,0.96,143.249,138360,4,5
1099,1099,Bobby Darin,The Ultimate Bobby Darin,Dream Lover,1KLpjQFgubHI3GkAICCNH3,0.526,0.774,5,-1.692,1,0.0459,0.0,0.4370000000000001,0.715,131.715,150706,4,5
1130,1130,Sam Cooke,The Man Who Invented Soul,(What A) Wonderful World,2g2GkH3vZHk4lWzBjgQ6nY,0.691,0.507,11,-10.23,1,0.0343,0.0,0.457,0.885,128.518,125440,4,5
1141,1141,Johnny Cash,At Folsom Prison,"Folsom Prison Blues - Live at Folsom State Prison, Folsom, CA - January 1968",2fDHuS1PTkHBbCWWZF1ph9,0.621,0.524,0,-15.269,1,0.0803,0.00199,0.893,0.889,110.586,162653,4,5
1155,1155,Various Artists,Mad Men: A Musical Companion (1960-1965),Something's Got A Hold On Me - Single Version,6N5x8O7jbXMENn4VZqHE2O,0.474,0.5660000000000001,1,-5.9129999999999985,1,0.113,0.0,0.5479999999999999,0.5920000000000001,150.122,166467,4,5
1164,1164,The Chiffons,The Chiffons Absolutely The Best!,One Fine Day,6vcG9EgeqJUSmmF65lxUm6,0.251,0.868,1,-2.685,1,0.128,7.34e-06,0.8140000000000001,0.599,177.13,128200,4,5
1166,1166,Dinah Washington,The Two Of Us,Baby (You've Got What It Takes),0DICNd5XQ1og9UeYzxoNFV,0.67,0.596,3,-9.347,1,0.0627,0.00203,0.653,0.813,133.39600000000002,165760,4,5
1191,1191,Stevie Wonder,For Once In My Life,For Once In My Life,4kP69y3GKHi9tXckfgp4bK,0.524,0.519,6,-11.903,1,0.043,0.0,0.523,0.847,110.121,169800,4,5
1216,1216,The Animals,A's B's & EP's,Don't Let Me Be Misunderstood,0V1hBXTdYOWv3N2FVzG3OM,0.546,0.568,11,-9.604,0,0.0285,0.0,0.77,0.488,112.584,145693,4,5
1259,1259,Tina Charles,I Love To Love - The Best Of,I Love to Love,5jWI1xNxABzDRFTnD2yp8L,0.677,0.703,9,-9.344,1,0.0344,6.96e-05,0.514,0.962,99.419,183693,4,5
1265,1265,King Harvest,Dancing In The Moonlight,Dancing In The Moonlight,55GxhCTq6SY3tFTVh7z1nR,0.653,0.7190000000000001,10,-5.2620000000000005,1,0.0363,0.0,0.408,0.682,136.153,178046,4,5
1266,1266,ABBA,Abba,Mamma Mia,2TxCwUlqaOH3TIyJqGgR91,0.7490000000000001,0.748,2,-7.011,1,0.0323,0.000443,0.469,0.8270000000000001,137.547,213267,4,5
1276,1276,Cheap Trick,Heaven Tonight,Surrender,2ccUQnjjNWT0rsNnsBpsCA,0.524,0.955,0,-7.081,1,0.0411,8.77e-06,0.659,0.8690000000000001,133.849,253733,4,5
1290,1290,Kansas,The Essential Kansas,Carry on Wayward Son,2SUpC3UgKwLVOS2FtZif9N,0.452,0.7879999999999999,7,-5.7120000000000015,1,0.0326,0.000116,0.441,0.7929999999999999,126.739,322093,4,5
1313,1313,Bee Gees,Greatest,"More Than A Woman - From ""Saturday Night Fever"" Soundtrack",49OMJ1prsRA7ZYgrAjz70c,0.632,0.6829999999999999,7,-6.434,1,0.0383,0.00013000000000000002,0.847,0.701,105.955,197213,4,5
1328,1328,Loverboy,Get Lucky,Working for the Weekend,35k31HZI4z9PbBOioaI4dZ,0.515,0.7659999999999999,7,-12.768,1,0.0343,0.00103,0.455,0.774,146.911,221000,4,5
1336,1336,Billy Joel,The Essential Billy Joel,Uptown Girl,3CSpzkoL1XgDBZ1q9aDCUV,0.696,0.943,4,-2.962,1,0.0431,0.0,0.653,0.833,129.003,194867,4,5
1342,1342,Journey,The Essential Journey,Don't Stop Believin',77NNZQSqzLNqh2A9JhLRkg,0.491,0.802,4,-7.106,1,0.0392,0.0,0.387,0.472,119.25,248907,4,5
1351,1351,Dead Or Alive,Youthquake,You Spin Me Round (Like a Record),7uHO4AmKtyGa5v5fsElGoC,0.5670000000000001,0.943,6,-7.992000000000001,0,0.0387,0.0966,0.544,0.965,128.207,199667,4,5
1356,1356,Michael Jackson,Thriller,Thriller,2LlQb7Uoj1kKyGhlkBf9aC,0.7709999999999999,0.687,11,-9.814,1,0.0693,0.000225,0.89,0.7829999999999999,118.392,357800,4,5
1360,1360,Joan Jett & The Blackhearts,I Love Rock 'N' Roll (Expanded Edition),I Love Rock 'N Roll,2Cdvbe2G4hZsnhNMKyGrie,0.535,0.716,4,-5.025,1,0.0431,0.0,0.659,0.901,94.379,175173,4,5
1362,1362,The Pointer Sisters,So Excited! (Expanded Edition),I'm So Excited,1ot6jEe4w4hYnsOPjd3xKQ,0.59,0.868,5,-5.832000000000002,0,0.048,0.000322,0.442,0.7979999999999999,184.348,230640,4,5
1371,1371,Whitney Houston,I Will Always Love You: The Best Of Whitney Houston,How Will I Know,6mv30SInldy4Ijy1XZ9GdO,0.838,0.664,6,-9.176,1,0.0445,0.000146,0.621,0.929,119.6,273413,4,5
1378,1378,AC/DC,Back In Black,You Shook Me All Night Long,2SiXAy7TuUkycRVbbWDEpo,0.532,0.767,7,-5.509,1,0.0574,0.000513,0.39,0.755,127.361,210173,4,5
1386,1386,Various Artists,Top Gun - Motion Picture Soundtrack (Special Expanded Edition),"Take My Breath Away - Love Theme from ""Top Gun""",15MJ5NThPjj6xhPcts8MiY,0.4970000000000001,0.7190000000000001,6,-9.397,1,0.0266,0.0,0.411,0.547,95.769,255733,4,5
1416,1416,Mr. Mister,The Best of Mr. Mister,Kyrie - Single Version,5BXj1QDRU77J1ngVavG1tI,0.489,0.6759999999999999,0,-8.769,1,0.0367,0.0,0.389,0.623,89.735,256960,4,5
1419,1419,Eurythmics,Be Yourself Tonight,Would I Lie to You? - Remastered Version,1lJZSsMoWEbrgaY6CxPMf8,0.613,0.912,2,-4.638,1,0.0328,3.65e-05,0.52,0.733,131.968,268240,4,5
1424,1424,Natalie Imbruglia,Glorious: The Singles 97-07,Torn,3APayTEWiUl9Ssep4BOXR2,0.5589999999999999,0.928,5,-3.04,1,0.0355,5.56e-05,0.696,0.599,96.315,244813,4,5
1486,1486,Madonna,Celebration (double disc version),Vogue,27QvYgBk0CHOVHthWnkuWt,0.737,0.88,6,-6.449,1,0.0433,0.00351,0.417,0.329,115.998,316813,4,5
1493,1493,Roxette,Joyride (2009 Version),Joyride,7CBy5lwwNECPDjsksQrxxB,0.631,0.77,2,-5.315,1,0.0267,0.0,0.481,0.7340000000000001,102.348,263093,4,5
1511,1511,Eric Clapton,Unplugged,Layla,4fvTMIZhXaaLokgmo4uMqF,0.51,0.389,2,-14.317,0,0.0384,0.000398,0.644,0.621,94.04,260440,4,5
1521,1521,George Michael,Ladies And Gentlemen... The Best Of George Michael,Don't Let the Sun Go Down on Me,0q90594hk25yo0xZmBTqCd,0.4320000000000001,0.551,0,-8.096,1,0.0289,1.77e-06,0.472,0.253,136.465,346960,4,5
1526,1526,Black Eyed Peas,THE E.N.D. (THE ENERGY NEVER DIES),I Gotta Feeling,4vp2J1l5RD4gMZwGFLfRAu,0.743,0.7659999999999999,0,-6.375,1,0.0265,0.0,0.509,0.61,127.96,289133,4,5
1537,1537,Nicki Minaj,Pink Friday (Deluxe),Super Bass,0iYebKFUSfF72fUu2OW6ZT,0.72,0.861,11,-4.339,1,0.209,5.11e-06,0.601,0.669,126.991,200013,4,5
1550,1550,Imagine Dragons,Night Visions,Radioactive,4G8gkOterJn0Ywt6uhqbhp,0.448,0.784,9,-3.686,1,0.0627,0.000108,0.6679999999999999,0.236,136.245,186813,4,5
1576,1576,Black Eyed Peas,Monkey Business,Pump It,2ygMBIctKIAfbEBcT9065L,0.648,0.931,1,-3.15,0,0.181,0.0,0.752,0.7440000000000001,153.649,213067,4,5
1591,1591,Black Eyed Peas,The Beginning (Deluxe),The Time (Dirty Bit),7vWFaMq63AwkFDhS2OAg5u,0.816,0.813,6,-7.797999999999999,0,0.0664,2.77e-06,0.602,0.436,127.979,307640,4,5
1612,1612,Cher Lloyd,Sticks & Stones,Want U Back,6E11E0lT5Zy7yb6iT3y8DN,0.6940000000000001,0.8909999999999999,9,-2.94,1,0.0949,0.0,0.561,0.563,97.939,214573,4,5
1616,1616,Fall Out Boy,American Beauty/American Psycho,Immortals,3Te8uLyit6X3ncNW8Fp3K2,0.616,0.868,2,-3.606,1,0.0699,1.54e-06,0.6709999999999999,0.475,108.016,189387,4,5
1649,1649,Dennis Lloyd,Nevermind,Nevermind,63SevszngYpZOwf63o61K4,0.6,0.688,5,-8.339,0,0.201,1.29e-05,0.409,0.0793,99.977,156600,4,5
1673,1673,Drake,Scorpion,God's Plan,6DCZcSspjsKoFjzjrWoCdn,0.754,0.449,7,-9.211,1,0.109,8.290000000000001e-05,0.552,0.35700000000000004,77.169,198973,4,5
1697,1697,Lukas Graham,Lukas Graham (Blue Album),7 Years,7129iqBafaphfc3WPCGC0L,0.742,0.479,10,-5.83,1,0.0551,0.0,0.391,0.34600000000000003,119.951,237300,4,5
1711,1711,Martin Garrix,In the Name of Love,In the Name of Love,23L5CiUhw2jV1OIMwthR3S,0.501,0.519,4,-5.88,0,0.0409,0.0,0.454,0.168,133.99,195707,4,5
1713,1713,Pitbull,Globalization,Time of Our Lives,2bJvI42r8EF3wxjOuDav4r,0.72,0.802,1,-5.7970000000000015,1,0.0582,0.0,0.6940000000000001,0.723,124.043,229360,4,5
1762,1762,Frank Sinatra,Ultimate Sinatra,That's Life,7nL48xOPl0CraSaxKonp8j,0.458,0.6920000000000001,2,-5.098,1,0.0485,0.0,0.5870000000000001,0.5760000000000001,112.755,186133,4,5
1768,1768,Glenn Miller,Ultimate Big Band Collection: Glenn Miller,Chattanooga Choo Choo,7a5VuzvBrtbqYT7kNlQlFd,0.588,0.312,5,-10.461,1,0.07400000000000001,2.07e-05,0.445,0.639,144.768,206800,4,5
1786,1786,Glenn Miller,Ultimate Big Band Collection: Glenn Miller,Don't Sit Under the Apple Tree (with Anyone Else but Me),39fWaq2IZw9gJ3FOKQWta1,0.56,0.293,7,-10.268,1,0.0527,0.0,0.539,0.8859999999999999,180.095,190747,3,5
1807,1807,Various Artists,Top Hits Of The 1930s,Minnie The Moocher (The Ho-De-Ho Song),1Ns0szGnyIV7BLkWsrkdVu,0.525,0.332,4,-14.404000000000002,0,0.127,0.0,0.563,0.491,96.578,195533,4,5
1914,1914,Bix Beiderbecke,"All that Jazz, Vol. 25: The Bands That Featured Bix Beiderbecke (2014 Digital Remaster)",Jazz Me Blues,3SOH8b3E4v6UgLyach55RU,0.586,0.382,10,-12.713,1,0.117,0.831,0.737,0.928,160.999,182219,4,5
1920,1920,Ruth Etting,Early Jazz Vocals (Encore 2) [Recorded 1926-1927],I Ain't Got Nobody (Recorded 1926),4NZVcahGXfeLzaaVzH4D6c,0.6709999999999999,0.251,10,-8.706,1,0.0582,0.0,0.419,0.482,130.856,160956,4,5
1927,1927,Bessie Smith,The Best of Bessie Smith,Young Woman's Blues,6sOKopKyVWwEJKh8zztYp5,0.525,0.232,8,-7.649,1,0.0335,0.0181,0.461,0.411,76.14,187960,4,5
1931,1931,Various Artists,Woman With Attitude: Pioneer Women's Libbers & Other Threats to Civilization,No Man's Mama - A Woman's Choice,4w2kNkKA0HjjMeE4JBwLvv,0.664,0.3670000000000001,6,-9.779,1,0.0666,0.0,0.392,0.68,111.965,189160,4,5
1940,1940,Mamie Smith,Female Crazy Blues (Classic Mood Experience),Crazy Blues,6ZBOpJnZTxTydaYaY4upt7,0.38,0.277,4,-8.863,1,0.0457,0.0188,0.495,0.428,71.315,204831,4,5
1967,1967,Various Artists,Pop from the Roaring 20s Vol. 1,I Want a Girl,6uGWAWb0vdqMRoyMEptlip,0.7829999999999999,0.482,6,-11.113,0,0.0728,0.0,0.518,0.795,118.545,174713,4,5
2009,2009,Marilyn Monroe,BD Music Presents Marilyn Monroe,"Every Baby Needs a Da Da Daddy (From ""Ladies of the Chorus"")",3UTvSxwkALe3jrenPNbjSI,0.404,0.42,6,-11.428,1,0.0734,1.49e-05,0.8240000000000001,0.527,108.252,182133,3,5
2011,2011,Marlene Dietrich,Deluxe: The Naughty Lola,I Am the Naughty Lola (Version anglaise de “Ich bin die Fresche Lola” du film “L’ange bleu”),3RJmZmJux4qEUVYCu9rsSV,0.7140000000000001,0.486,5,-12.849,1,0.14400000000000002,0.00657,0.423,0.794,125.925,157133,4,5
2015,2015,Ann-Margret,Top 50 Classics - The Very Best of Ann-Margret,Bill Bailey,7fjc4PvhcnyrDZx9H6VDDN,0.456,0.552,11,-8.413,0,0.0969,4.65e-06,0.399,0.785,126.128,112331,4,5
2017,2017,Ann-Margret,The Essential Ann-Margret,Heartbreak Hotel,2Rt5MiFYbhPeQZZHUXyaR4,0.459,0.333,9,-11.673,1,0.0372,1.19e-05,0.728,0.624,117.819,146613,4,5
2025,2025,Eartha Kitt,The Essential Eartha Kitt,A Woman Wouldn't Be a Woman,1ARiTTMShLCcEGrRJKukdW,0.5670000000000001,0.588,1,-6.21,1,0.0578,0.0,0.56,0.693,143.328,120533,4,5
2037,2037,Brigitte Bardot,Brigitte Bardot Show 67,Mister Sun,6PLITAGJ485shDI2cud3PY,0.45,0.425,5,-12.216,1,0.0395,0.00263,0.551,0.272,101.157,193227,4,5
2052,2052,Rita Hayworth,Rita Hayworth,I've Been Kissed Before,4aGnZQJdDKZ3NDl3FOMFZ5,0.602,0.154,10,-13.361,0,0.124,0.409,0.718,0.731,118.35,199373,4,5
2071,2071,Jayne Mansfield,Sex Symbol - Jayne Mansfield,Too Hot to Handle - Live,4igbkmuVjZm9ECanqMwbNd,0.583,0.456,9,-5.807,0,0.0956,0.106,0.664,0.892,140.123,181166,4,5
2110,2110,Inmune Beats,Paradise EP,Time,0wEANUkFdVqV9CkO8vZyjL,0.738,0.269,2,-8.405,1,0.049,0.626,0.95,0.35100000000000003,90.02,224999,4,5
2124,2124,Oilix,Laguna Beach,Laguna Beach,50KNAbOm2LU4B1p1uSLeyH,0.6970000000000001,0.51,1,-9.088,1,0.0822,0.914,0.41,0.66,90.009,109333,4,5
2130,2130,Saib,Jet Set,Jet Set,3QnFMeJXIvaqoSRlni1Bwl,0.655,0.736,8,-7.984,0,0.187,0.884,0.892,0.8909999999999999,87.01799999999999,151820,4,5
2160,2160,S I M,Paddling pool,Paddling pool,5Dj4tUDgACFSEkDzlYlHZ4,0.795,0.5589999999999999,4,-5.567,1,0.0367,0.264,0.851,0.885,83.61,167874,4,5
2169,2169,twuan,THE MACHINE,THE MACHINE,4edUiv5NAqU6EDAHp7Qta4,0.537,0.521,6,-11.163,1,0.0774,0.017,0.904,0.319,81.976,108262,4,5
2294,2294,Blue Wednesday,Discovery,Cascadia,26KBvBwirelhmcVNAAJU9w,0.5479999999999999,0.275,8,-17.671,1,0.0983,0.88,0.928,0.513,78.26,127885,4,5
2315,2315,Kupla,Kingdom in Blue,Dew,7snSYVYoAEd1oaUjtIsOVy,0.706,0.435,10,-9.737,0,0.0622,0.326,0.685,0.371,80.00399999999998,161948,4,5
2345,2345,Various Artists,2 Am. Study Session,February,1Kob6pJjHhsCD9KaUAWfHM,0.63,0.235,4,-14.255,0,0.107,0.8859999999999999,0.655,0.106,150.039,162542,4,5
2386,2386,Powfu,death bed (coffee for your head),death bed (coffee for your head),7eJMfftS33KTjuF7lTsMCx,0.726,0.431,8,-8.765,0,0.135,0.0,0.696,0.348,144.026,173333,4,5
2388,2388,Black Eyed Peas,TRANSLATION,RITMO (Bad Boys For Life),5NyS3oxTlos3Agl2YtZwrC,0.732,0.716,10,-6.968,0,0.0561,0.000758,0.73,0.6659999999999999,105.093,214855,4,5
2397,2397,Dennis Lloyd,Nevermind,Nevermind,63SevszngYpZOwf63o61K4,0.6,0.688,5,-8.339,0,0.201,1.29e-05,0.409,0.0793,99.977,156600,4,5
2411,2411,Arizona Zervas,ROXANNE,ROXANNE,696DnlkuDOXcMAnKlTgXXK,0.621,0.601,6,-5.6160000000000005,0,0.14800000000000002,0.0,0.46,0.457,116.735,163636,5,5
